source,query_or_url,filters,export_or_pull_date,date_basis,row_count,file_path,sha256,duplicate_of,notes
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/73935_DC_Permit.pdf,9454055ffc5447760d642c45401cdb48a99230f4e8882516790a5a2a4762a4f7,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/7394606_DC_Permit.pdf,152f0fd333f6c5fc7d32eab9198535e9f01ea723d4810867b6707b21aeae54b3,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/73954_DC_Permit.pdf,e841fac6c925b6919d34a0796654cbfbb58822924f6f59ebc3848e1a0715d10e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/7397701_DC_Permit.pdf,75e0c386e6286595d3dff3142cbb54ba01f5b8d8ad447e93e4413ade9273e24e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/7397702_DC_Permit.pdf,fd9d712616b3fa33b4c1410387896174d6c2f9c5efe243eceb5d8c5d51eaccb9,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/73995_DC_Permit.pdf,8aae16e0af4a3d4765712cf304d8c8ac920187933e6c36e8549f08ea1558a996,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74049_DC_Permit.pdf,da024e7f75cd9e5d799ce763509442788b36ba3f198341125f0df21c631e2f76,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74052_DC_Permit.pdf,b482019dc41f64d8b524b431472c43fa8b7eda2997fc6669b651c1a99c34cc7d,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74060_DC_Permit.pdf,89c7a046b83bf08b8680bbf10cebdb13add64a904a484dbc4abbb541caa3bbe1,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/740635_DC_Permit.pdf,936540d71e7a4a2b2a2a4e5e8256f1641c4c5e22fa0259303a86aa758048cb77,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74064_DC_Permit.pdf,04ccf4347347b111bfb24481ac54a90ce73730ab8d7063cdc2824b630735dd23,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74079_DC_Permit.pdf,52161d60ff292f412a42f290deba4279135088f94f1656cc528c611fd608d10d,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74080_DC_Permit.pdf,c73ba7889c15b27582b00bbdba401cc282411a69c349ceab8b1af2fc383979a6,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74081_DC_Permit.pdf,5761fd7db96fd2b39ce10342b0c2df7f1ccdf9e9865a1d54b55b64226bf3a1be,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74085_DC_Permit.pdf,852aef7d2aa7b5217374c508eca57c142d0c32c9fe33fba41c47e6c0042b2785,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74086_DC_Permit.pdf,bcd8de80c4fa4318df42b3e986c6d027c53e041b3a050cbf641a445fc0e16398,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74094_DC_Permit.pdf,c4e484a3e45050261ce8a510d4766602129da01665f569b34be644aab5afdde3,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74107_DC_Permit.pdf,0222bb87b7c8c4aa326875d741eef79fe5abce317625e8a53ccd1da6868e22b0,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74109_DC_Permit.pdf,175a1fea80a704b5559933eedb09e8858bd11c5a619dd479a5aa16302090d5e2,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/741125_DC_Permit.pdf,d6f29e4e1300bf1c5bb34c7d5102f2043f1329fe5da3d3a254c22d951f986069,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74114_DC_Permit.pdf,07b0af5e40829eb8e4d962f294e5d6f316946e76df9c6fa95cf08b246c663d04,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74115_DC_Permit.pdf,6f40787221c10345083942f83367a5f32228395fdd3d028180c7568785f4b70a,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/741183_DC_Permit.pdf,30a06d32f7ba9953383a6c7597ddf6640a252a84117275c32a8f08a42956768c,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74120_DC_Permit.pdf,2842833c51dfe81fef6ef1ac286ea31445826cb9be5285a5621fd8c99fee727a,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74121_DC_Permit.pdf,5fe8fd6fe76240a2f9a44666ecb7bf66f6cb1a8f430abbc02d180bc55c8b1834,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74126_DC_Permit.pdf,b8a4f66ea4620c65b2d16fe255fe739995a927f5390852ac511bcd2ede0de65e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/741273_DC_Permit.pdf,921bc2eee51bbdc392f5b5b494a86470b68bc8b1f8a30fc1e73ec2d3697357e9,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74129_DC_Permit.pdf,2990c780d9e53c2672830a93f95665b3ffe22b4aefbbcb08e4e1baabfcd5793a,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74130_DC_Permit.pdf,4311da69b0e05f041e32581edf4222ac5050cd15f13b9077b6b17d47f1807dc1,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74141_DC_Permit.pdf,eb93c7b505bf198b715be31dad9878b0499d7b827faf9baeab4281dbf8b2700e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74147_DC_Permit.pdf,4f0de3afc610662d2cdb37b03100f7c05a63a5e29c9e44dab27b1ff492b8dd3b,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/741503_DC_Permit.pdf,694e956dfcd52196bf0aa848f9e4d59c1e2f8c90e922a025e47413765abb2f8e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74152_DC_Permit.pdf,8261fb76d239e851bdfe95149b52edb6670552c26d779f61c7be0bb84f30b186,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74153_DC_Permit.pdf,971afffa13c9d8b15c1b391506903a7d181e154318f82aab4408b30a633a04a2,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/741545_DC_Permit.pdf,a1e42fa2485bd4578245c2e870f0ec4168851123a24b8e26960b755f4a280a13,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74155_DC_Permit.pdf,912c5e46a7cc5a3586b3a485fcaaa9e949743700820f422852445095615edddb,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74156_DC_Permit.pdf,ea531e0dfa3de45f6fcc3df71b8bbc711a1a7540466ea6431cfcc178cad78664,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/741603_DC_Permit.pdf,6d5047229ae87ca1e45369e31277032ed80512d061ffd9b0c8fc25e93298bb5e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/741615_DC_Permit.pdf,4e95088ccb6a5051da8a09d089db844e81644bbc372e98ccd3dc0e64466d371d,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74162_DC_Permit.pdf,cc3255c4d576b24ecbab77d4c100996d13a9e6887a363b8f1d9caa627f3140d0,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74163_DC_Permit.pdf,d82aeb0f03b0108b75e2880e30e114201c7af0af5c1c3e8d4106d8bb01e22548,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74164_DC_Permit.pdf,d30e56f9f840392c0db3a83945ad4da0d990b932d880608f7377a15e6c190969,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74167_DC_Permit.pdf,22f7337e759d587ae502efeb9efe11d8a6adf4206b9922df7c51dfab3a52dfc7,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74169_DC_Permit.pdf,641777eba2023e18897eef2c8bec205551b3482c0a8fa0833c911b68b71787fa,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74170_DC_Permit.pdf,5545828e011ede665efea374078ce6d9e54a3369e50491827dd5190de3e8b89f,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/741714_DC_Permit.pdf,fbc1567c80f627924ed2d8ddbd1f7aad13f52389f0c899d4e153d171774c0602,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74172_DC_Permit.pdf,eb2b5c8bcf7dcf19df3cb25c1c68eb427762a83ef8325ba8c1edcd3d2cb5ba7b,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/741736_DC_Permit.pdf,09b74dade1509bb9b23175eea47c882c327261fac31cf21db58a3c560d9f66da,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74174_DC_Permit.pdf,d828a880ec3cec487520b8b5eda7333d5187b1a487b77f3abdc48668bf217a6c,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74181_DC_Permit.pdf,5ccf1553e3e6bd58ca89038a0252e6220b439c90c6a0c816f76ff11654863ea3,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74184_DC_Permit.pdf,02b9cba65d8db07b4e65c504210ed4f2be93ba265e0e59d81280a288ac553b3b,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/741895_DC_Permit.pdf,2f6bf7eb8e88ddd16462645d6d473943221e35dcc3e8713b83be1d1319366a3e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74190_DC_Permit.pdf,e44fe15bfbfe5d4947e71c0838ca649ab2161b3cf0462d9c61fd1489973613c1,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74197_DC_Permit.pdf,1f36adbf1e0ca48f61ef582cee2635641740f185c2aae97aff4fb22ca196cc88,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74198_DC_Permit.pdf,bdf4ecadaceccb6dcc3a485dab67fd6b33886a035d66651cf26ae765ef119c5d,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74201_DC_Permit.pdf,2b18872ee84a2816e292b044af006d2e3f6da54591f11f5982aa7da473bdf37a,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/742054_DC_Permit.pdf,1ee71bb0b15e54a2ca354a6896ae18f296233bf5fe15fbe5dc7b47985aa82451,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74207_DC_Permit.pdf,abda0de6f4beb600c62696d5c7846cdb700dbeee7a0344fc1ea97f1d0ab48f9b,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/742123_DC_Permit.pdf,25799f0381f55af972351fca296564a17ffb8360d6a46eebb9dbfc39a3e85db6,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74214_DC_Permit.pdf,d6c426b936968e7a96d45887a9fb1b3c1d6d0d97f6681f9efbdb2fe3a78920ed,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74216_DC_Permit.pdf,72db88c58b86562b713615809744187563896bd9c2dbaba99e96b95656ea0d62,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74220_DC_Permit.pdf,b0cffa6bcbaf4aa6a48c2f4e18ed8d2b62ba783c1dfb7e2716ae43ba661829d2,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74221_DC_Permit.pdf,58db29be5631f63f09c55b05195c9e700d06d8be4513960a9ca96d3b6275d728,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74224_DC_Permit.pdf,6f2b70443bcab519d66d72691947bb5d0197f28977c2459f178f6eb47a2f1e66,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74227_DC_Permit.pdf,fb0d652e2226dc874a5be58bd602d38885577a8bc7f9724dd07606e283262009,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74232_DC_Permit.pdf,e29b3bb53efda9f7cd9140de01480a7536246cb272a8557d326899ce2fe09fa1,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/742342_DC_Permit.pdf,327c789497a335b4bfecf7fc46f214301df105097118394b5c621d71ce943df5,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74235_DC_Permit.pdf,65cc0f4bd4fffc43611557c62104abbc3e24901eb411c1be9aa8f508986b2c2e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74236_DC_Permit.pdf,56a28a0ae0c4ef15bb7ee10ff59063d68111eeb5797e4536a063fb4311db8617,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74237_DC_Permit.pdf,caba58c05b8acf15e2a1db454677019d798ce85a21729f8aef2feb890e71e2fb,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/742392_DC_Permit.pdf,79d01e46012d90fa48c63db355156d0041298e015c763b15c410189b7e101cc4,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74240_DC_Permit.pdf,eb64454fc6899b27152c1400938b64297f7917c8e547d15251fbc6077c1381d3,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/742414_DC_Permit.pdf,c8fae0dc0be5c07004118b8eb698e556419b6267b71d5828ed1ac2bcdd35d35d,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74242_DC_Permit.pdf,d8d8738d431e80cc5dacac5767bb91d070b60bd374f161c642b7001a8ef9ee04,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74244_DC_Permit.pdf,808a764ad5440367d377299b66bbe1ca286c4dbdaa23cde4de6ed7224952d015,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74246_DC_Permit.pdf,7c1e3c8ec35ac4f5263219a2b0c24101b6e09f62b606b4f49010fe065d6718a9,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74247_DC_Permit.pdf,99fd398d5eef2a48f67d644068f8186f5c9f4d6a264bb25c53655f84dc0cfbd8,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74250_DC_Permit.pdf,487e133074f0798be4443a8abdb44285b085fdd307a40e53e9ab346c9e7a65b5,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74252_DC_Permit.pdf,a289c46d5eada8d13ca4c26e99293d12ba885978aa5d86c3eab1a29a19066815,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/742602_DC_Permit.pdf,3060a1865aebf19c33b28fe7f3175e36ac809881c27596cf3e2c0fa84f525b33,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/742624_DC_Permit.pdf,c3ee857fec8c29e54f26c541edda9f7b7c76fe46147aee97b2ba104efd80eebf,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/74264_DC_Permit.pdf,17c9fe12b59053814468c3ce315c597998f78dcac7f91e83d8fbc122d6aa218e,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/742653_DC_Permit.pdf,85c8208d9b57d6794240f29f3c106bf2db63518608e6470896ea01e4ae61cc7c,,Local PDF preserves permit text but not its download URL.
Virginia DEQ issued data center air permits,Published DEQ permit PDF; original URL unavailable in local delivery,Virginia data-center permit collection,2026-09-19,local_file_modified_date; unverified as pull date,,data/raw/deq_va/742692_DC_Permit.pdf,3e824a7ca46602eace17289b9181f4b10808f481b8350c79563077b343cbd1c5,,Local PDF preserves permit text but not its download URL.
